customer_key,customer_id,customer_name,gender,birth_date,loyalty_tier,customer_segment,province,city,registered_date
490,CUST-0490,Fajar Gunawan,Female,1981-12-19,Silver,Family,Banten,Tangerang,2025-01-20
491,CUST-0491,Hana Wijaya,Female,1978-10-20,Silver,Gadget Enthusiast,Sumatera Utara,Medan,2022-12-27
492,CUST-0492,Joko Halim,Female,1985-08-21,Regular,Professional,DKI Jakarta,Jakarta Pusat,2022-01-01
493,CUST-0493,Eka Wijaya,Female,1994-10-15,Silver,Family,Banten,Tangerang Selatan,2023-09-06
494,CUST-0494,Wahyu Lestari,Male,1993-01-20,Regular,SMB,Banten,Tangerang Selatan,2022-04-19
495,CUST-0495,Adi Siregar,Female,2002-01-08,Silver,Gadget Enthusiast,Jawa Timur,Surabaya,2024-04-11
496,CUST-0496,Nadia Halim,Male,1990-03-07,Gold,Family,Bali,Denpasar,2024-05-04
497,CUST-0497,Eka Lestari,Male,1975-02-21,Silver,Gadget Enthusiast,Sumatera Utara,Medan,2024-06-13
498,CUST-0498,Eka Saputra,Female,2003-12-20,Silver,Gadget Enthusiast,Jawa Barat,Bogor,2024-11-09
499,CUST-0499,Putra Siregar,Female,1982-03-14,Silver,Professional,Banten,Tangerang Selatan,2024-10-24
500,CUST-0500,Indra Halim,Male,1976-10-16,Regular,Gadget Enthusiast,Bali,Badung,2022-06-13
501,CUST-0501,Eka Siregar,Male,1991-10-03,Silver,Student,Jawa Timur,Malang,2025-01-09
502,CUST-0502,Wahyu Lestari,Female,1992-01-16,Silver,Family,Bali,Denpasar,2024-05-12
503,CUST-0503,Maya Lestari,Male,1997-10-24,Silver,SMB,Jawa Timur,Surabaya,2022-12-13
504,CUST-0504,Wahyu Pratama,Male,1984-08-03,Regular,SMB,Sumatera Utara,Deli Serdang,2023-07-30
505,CUST-0505,Indra Lestari,Male,2004-10-24,Gold,Family,DKI Jakarta,Jakarta Pusat,2023-04-29
506,CUST-0506,Sari Wijaya,Female,1977-03-20,Gold,Professional,Bali,Denpasar,2024-06-20
507,CUST-0507,Fajar Santoso,Male,1995-05-25,Regular,Gadget Enthusiast,Bali,Badung,2024-03-27
508,CUST-0508,Sari Lestari,Female,1996-12-13,Regular,Gadget Enthusiast,Banten,Tangerang,2022-01-25
509,CUST-0509,Joko Gunawan,Male,1978-09-21,Silver,Family,Banten,Tangerang Selatan,2023-11-18
510,CUST-0510,Indra Lestari,Female,1989-11-24,Silver,Professional,DKI Jakarta,Jakarta Barat,2023-10-04
511,CUST-0511,Vina Pratama,Male,1975-07-04,Silver,Family,Sumatera Utara,Medan,2023-03-26
512,CUST-0512,Joko Lestari,Male,1994-02-02,Platinum,Student,Jawa Barat,Bandung,2022-09-03
513,CUST-0513,Citra Susanto,Male,2003-02-23,Regular,Student,Jawa Barat,Bogor,2024-07-17
514,CUST-0514,Indra Halim,Female,1980-02-09,Regular,Family,Sumatera Utara,Deli Serdang,2022-05-04
515,CUST-0515,Indra Lestari,Male,1990-04-20,Silver,Student,Jawa Barat,Bogor,2022-10-22
516,CUST-0516,Vina Halim,Female,1997-05-04,Regular,Family,Jawa Barat,Bandung,2024-07-02
517,CUST-0517,Adi Gunawan,Male,1996-07-09,Silver,Gadget Enthusiast,Jawa Barat,Bandung,2024-09-06
518,CUST-0518,Putra Halim,Male,1975-07-23,Silver,Family,Sumatera Utara,Medan,2023-11-14
519,CUST-0519,Joko Halim,Female,1992-06-03,Gold,Family,DKI Jakarta,Jakarta Pusat,2023-02-20
520,CUST-0520,Fajar Siregar,Male,1984-12-13,Silver,Family,DKI Jakarta,Jakarta Utara,2024-09-23
521,CUST-0521,Citra Gunawan,Male,1976-04-01,Silver,Student,Sumatera Utara,Medan,2025-01-12
522,CUST-0522,Joko Gunawan,Male,1976-06-02,Regular,Professional,Bali,Badung,2024-12-07
523,CUST-0523,Rani Siregar,Male,1976-12-05,Gold,SMB,Jawa Barat,Bekasi,2022-04-04
524,CUST-0524,Hana Wijaya,Male,2003-05-27,Regular,Professional,DKI Jakarta,Jakarta Selatan,2022-05-11
525,CUST-0525,Dewi Saputra,Male,2000-04-14,Regular,SMB,Banten,Tangerang,2025-01-22
526,CUST-0526,Eka Permana,Male,1985-02-04,Silver,Professional,Jawa Barat,Bandung,2024-01-28
527,CUST-0527,Vina Wijaya,Male,1979-02-26,Gold,Student,Banten,Tangerang,2024-09-24
528,CUST-0528,Citra Pratama,Male,1997-11-19,Regular,Gadget Enthusiast,DKI Jakarta,Jakarta Selatan,2022-09-17
529,CUST-0529,Gita Wijaya,Female,1988-04-06,Regular,Gadget Enthusiast,Sumatera Utara,Deli Serdang,2022-06-30
530,CUST-0530,Joko Permana,Male,1981-02-17,Silver,SMB,Banten,Tangerang,2024-11-05
531,CUST-0531,Hana Gunawan,Female,1976-04-04,Silver,Gadget Enthusiast,Sumatera Utara,Medan,2024-10-15
532,CUST-0532,Fajar Wijaya,Male,1995-06-10,Regular,SMB,Sumatera Utara,Medan,2024-07-17
533,CUST-0533,Budi Saputra,Male,1980-01-16,Regular,Professional,Sumatera Utara,Medan,2024-06-29
534,CUST-0534,Wahyu Susanto,Male,1998-11-11,Regular,Professional,Jawa Timur,Malang,2024-04-24
535,CUST-0535,Gita Halim,Female,1993-08-02,Regular,SMB,Jawa Barat,Bandung,2024-07-20
536,CUST-0536,Fajar Halim,Female,1998-04-21,Regular,Student,Jawa Timur,Surabaya,2022-05-03
537,CUST-0537,Indra Wijaya,Female,1988-03-25,Gold,SMB,DKI Jakarta,Jakarta Utara,2022-11-18
538,CUST-0538,Yuni Wijaya,Male,1988-09-16,Regular,Gadget Enthusiast,Bali,Denpasar,2023-05-21
539,CUST-0539,Hana Permana,Male,2004-10-01,Platinum,SMB,Banten,Tangerang,2022-03-10
540,CUST-0540,Putra Siregar,Male,1989-08-08,Silver,Gadget Enthusiast,Banten,Tangerang Selatan,2023-03-23
541,CUST-0541,Eka Permana,Male,1975-08-22,Silver,SMB,Jawa Timur,Surabaya,2022-02-19
542,CUST-0542,Rani Gunawan,Male,2000-06-21,Gold,Student,Jawa Barat,Bogor,2024-02-28
543,CUST-0543,Lina Siregar,Female,1999-05-23,Gold,Student,DKI Jakarta,Jakarta Barat,2023-11-19
544,CUST-0544,Budi Siregar,Male,1978-07-12,Regular,SMB,Sumatera Utara,Deli Serdang,2022-05-18
545,CUST-0545,Vina Santoso,Male,1992-02-21,Regular,Family,Jawa Barat,Depok,2024-10-28
546,CUST-0546,Putra Lestari,Female,1986-08-16,Regular,SMB,DKI Jakarta,Jakarta Pusat,2024-12-27
547,CUST-0547,Joko Gunawan,Male,1981-08-03,Gold,Family,Bali,Badung,2022-06-07
548,CUST-0548,Dewi Wijaya,Male,1990-03-28,Regular,SMB,Jawa Timur,Surabaya,2022-09-28
549,CUST-0549,Sari Permana,Male,1984-04-03,Gold,SMB,Banten,Tangerang Selatan,2023-11-19
550,CUST-0550,Putra Susanto,Female,1990-10-22,Regular,Professional,Jawa Timur,Sidoarjo,2023-09-20
551,CUST-0551,Fajar Lestari,Female,1984-01-05,Regular,Professional,Jawa Barat,Bogor,2022-11-26
552,CUST-0552,Vina Lestari,Male,1980-04-04,Regular,Professional,Jawa Barat,Bekasi,2023-02-25
553,CUST-0553,Vina Pratama,Female,1979-06-15,Gold,Gadget Enthusiast,Sumatera Utara,Deli Serdang,2024-10-19
554,CUST-0554,Eka Gunawan,Male,1998-09-17,Regular,Family,Jawa Timur,Surabaya,2022-10-29
555,CUST-0555,Wahyu Gunawan,Male,1998-08-02,Regular,Gadget Enthusiast,Jawa Timur,Sidoarjo,2023-03-28
556,CUST-0556,Rani Permana,Male,1994-11-07,Regular,SMB,DKI Jakarta,Jakarta Barat,2024-07-01
557,CUST-0557,Citra Siregar,Female,1985-10-20,Regular,Gadget Enthusiast,Banten,Tangerang,2024-01-28
558,CUST-0558,Nadia Permana,Female,1986-05-15,Silver,Gadget Enthusiast,DKI Jakarta,Jakarta Barat,2024-05-01
559,CUST-0559,Rani Lestari,Female,1979-10-20,Regular,Gadget Enthusiast,Jawa Barat,Bogor,2024-12-11
560,CUST-0560,Lina Saputra,Male,1975-07-21,Regular,SMB,Bali,Badung,2024-08-04
561,CUST-0561,Wahyu Wijaya,Female,1984-09-16,Gold,Family,Jawa Barat,Bekasi,2024-10-08
562,CUST-0562,Vina Gunawan,Male,1979-05-10,Silver,Family,Jawa Barat,Bandung,2024-05-04
563,CUST-0563,Fajar Gunawan,Male,1978-05-16,Silver,SMB,Sumatera Utara,Medan,2024-09-11
564,CUST-0564,Wahyu Halim,Female,1997-02-12,Gold,Professional,Jawa Timur,Sidoarjo,2022-04-30
565,CUST-0565,Eka Permana,Female,1980-01-09,Silver,Family,Banten,Tangerang,2022-04-10
566,CUST-0566,Joko Lestari,Male,1999-11-06,Silver,Professional,Bali,Denpasar,2025-01-18
567,CUST-0567,Lina Permana,Female,1996-12-23,Silver,Family,Sumatera Utara,Deli Serdang,2022-10-22
568,CUST-0568,Adi Wijaya,Female,1999-08-14,Regular,Professional,Bali,Badung,2024-10-27
569,CUST-0569,Hana Santoso,Female,1989-02-04,Gold,Gadget Enthusiast,Bali,Denpasar,2023-12-15
570,CUST-0570,Joko Permana,Female,1980-12-10,Gold,Professional,Jawa Barat,Bogor,2022-09-21
571,CUST-0571,Eka Santoso,Male,1979-02-14,Regular,Gadget Enthusiast,Jawa Timur,Surabaya,2024-06-02
572,CUST-0572,Budi Santoso,Male,1990-02-09,Regular,Student,DKI Jakarta,Jakarta Pusat,2022-07-17
573,CUST-0573,Dewi Susanto,Male,1996-06-01,Gold,Family,Jawa Barat,Bekasi,2023-12-14
574,CUST-0574,Maya Wijaya,Male,1978-10-25,Regular,Professional,Bali,Denpasar,2023-08-01
575,CUST-0575,Fajar Siregar,Male,2004-09-28,Regular,SMB,DKI Jakarta,Jakarta Pusat,2023-01-15
576,CUST-0576,Rani Saputra,Female,1988-04-17,Regular,Family,Jawa Barat,Depok,2022-09-11
577,CUST-0577,Rani Saputra,Female,1999-06-23,Regular,Gadget Enthusiast,Bali,Denpasar,2022-08-25
578,CUST-0578,Nadia Lestari,Female,1982-09-14,Regular,Student,Banten,Tangerang Selatan,2024-09-01
579,CUST-0579,Maya Wijaya,Male,1987-08-17,Regular,Gadget Enthusiast,DKI Jakarta,Jakarta Utara,2022-07-28
580,CUST-0580,Fajar Saputra,Female,1981-10-28,Regular,Gadget Enthusiast,Jawa Timur,Surabaya,2024-10-19
581,CUST-0581,Indra Susanto,Female,1986-08-22,Gold,Student,Bali,Badung,2022-09-08
582,CUST-0582,Indra Gunawan,Male,1975-02-24,Silver,Professional,Banten,Tangerang,2024-02-23
583,CUST-0583,Yuni Permana,Male,1999-02-22,Gold,Professional,Jawa Barat,Depok,2023-08-25
584,CUST-0584,Sari Gunawan,Female,2000-09-18,Platinum,Student,Bali,Badung,2024-02-25
585,CUST-0585,Rani Permana,Female,1976-01-06,Silver,Professional,Banten,Tangerang Selatan,2023-10-02
586,CUST-0586,Nadia Gunawan,Female,1990-09-28,Regular,SMB,DKI Jakarta,Jakarta Utara,2024-02-13
587,CUST-0587,Yuni Permana,Male,1975-10-02,Gold,SMB,Jawa Timur,Malang,2022-02-25
588,CUST-0588,Lina Halim,Female,1986-07-12,Regular,Professional,DKI Jakarta,Jakarta Utara,2023-10-02
589,CUST-0589,Wahyu Saputra,Female,1978-06-06,Regular,Gadget Enthusiast,Sumatera Utara,Medan,2024-05-15
590,CUST-0590,Wahyu Siregar,Male,1997-08-19,Silver,Family,Banten,Tangerang Selatan,2022-07-20
591,CUST-0591,Sari Saputra,Female,1990-09-26,Silver,Family,Sumatera Utara,Medan,2024-06-11
592,CUST-0592,Gita Gunawan,Male,1984-05-02,Gold,SMB,Sumatera Utara,Medan,2022-07-08
593,CUST-0593,Wahyu Saputra,Female,1977-10-26,Regular,Family,Bali,Badung,2022-06-07
594,CUST-0594,Joko Siregar,Female,1981-07-13,Silver,SMB,Jawa Timur,Malang,2023-01-05
595,CUST-0595,Adi Siregar,Male,1996-12-15,Gold,Student,Jawa Barat,Bogor,2024-12-05
596,CUST-0596,Gita Permana,Male,1979-12-22,Gold,Gadget Enthusiast,Banten,Tangerang,2023-10-15
597,CUST-0597,Citra Santoso,Female,1995-03-09,Regular,Professional,Banten,Tangerang Selatan,2023-01-29
598,CUST-0598,Adi Santoso,Female,1992-07-14,Regular,Professional,Jawa Timur,Malang,2022-03-01
599,CUST-0599,Indra Lestari,Male,2005-12-16,Regular,Student,Sumatera Utara,Medan,2023-10-05
600,CUST-0600,Yuni Lestari,Female,1996-11-03,Regular,SMB,DKI Jakarta,Jakarta Utara,2024-10-21
601,CUST-0601,Dewi Siregar,Female,2003-02-08,Gold,Family,Sumatera Utara,Deli Serdang,2023-11-06
602,CUST-0602,Wahyu Halim,Female,1981-03-04,Platinum,Gadget Enthusiast,Sumatera Utara,Medan,2024-04-16
603,CUST-0603,Indra Susanto,Female,1997-02-11,Regular,Professional,DKI Jakarta,Jakarta Utara,2023-07-23
604,CUST-0604,Eka Permana,Female,1975-11-20,Gold,Professional,Banten,Tangerang Selatan,2023-06-03
605,CUST-0605,Vina Halim,Female,2003-11-04,Regular,Gadget Enthusiast,Jawa Timur,Sidoarjo,2023-06-08
606,CUST-0606,Joko Saputra,Male,2002-03-15,Gold,Gadget Enthusiast,Jawa Barat,Depok,2022-03-11
607,CUST-0607,Indra Saputra,Female,2004-06-23,Regular,SMB,Banten,Tangerang Selatan,2023-11-01
608,CUST-0608,Rani Pratama,Female,2000-11-05,Regular,Family,DKI Jakarta,Jakarta Selatan,2023-10-05
609,CUST-0609,Wahyu Saputra,Male,1991-12-25,Gold,Gadget Enthusiast,DKI Jakarta,Jakarta Selatan,2023-10-17
610,CUST-0610,Rani Gunawan,Female,1980-11-19,Gold,Professional,Sumatera Utara,Medan,2022-06-22
611,CUST-0611,Putra Permana,Female,2005-10-08,Regular,Professional,Jawa Barat,Bogor,2022-04-12
612,CUST-0612,Nadia Susanto,Male,1977-06-06,Silver,Gadget Enthusiast,Banten,Tangerang Selatan,2024-07-18
613,CUST-0613,Sari Saputra,Male,2005-05-10,Regular,Gadget Enthusiast,Jawa Barat,Bekasi,2023-02-28
614,CUST-0614,Yuni Santoso,Male,1988-03-14,Regular,Family,Jawa Timur,Sidoarjo,2023-04-28
615,CUST-0615,Yuni Gunawan,Female,1977-01-16,Silver,Gadget Enthusiast,Jawa Barat,Depok,2024-05-16
616,CUST-0616,Yuni Lestari,Male,1976-06-08,Regular,SMB,DKI Jakarta,Jakarta Pusat,2024-02-20
617,CUST-0617,Joko Halim,Male,2005-09-02,Regular,SMB,Sumatera Utara,Deli Serdang,2024-10-06
618,CUST-0618,Lina Gunawan,Female,1997-09-14,Regular,Student,Jawa Barat,Bandung,2022-09-19
619,CUST-0619,Sari Lestari,Female,1984-05-20,Silver,Gadget Enthusiast,Sumatera Utara,Deli Serdang,2022-12-04
620,CUST-0620,Lina Gunawan,Male,1981-03-02,Regular,Family,Jawa Barat,Bogor,2022-12-01
621,CUST-0621,Rani Halim,Male,1989-06-23,Regular,Student,DKI Jakarta,Jakarta Utara,2022-10-31
622,CUST-0622,Dewi Permana,Female,1980-03-24,Silver,Student,DKI Jakarta,Jakarta Selatan,2024-12-13
623,CUST-0623,Wahyu Wijaya,Male,1999-08-22,Regular,Student,Banten,Tangerang,2024-03-18
624,CUST-0624,Maya Susanto,Male,1975-02-15,Regular,Family,DKI Jakarta,Jakarta Barat,2022-01-12
625,CUST-0625,Lina Pratama,Female,2005-12-24,Gold,Family,Sumatera Utara,Deli Serdang,2023-10-24
626,CUST-0626,Budi Saputra,Male,1987-05-06,Regular,Professional,Bali,Badung,2022-11-30
627,CUST-0627,Nadia Halim,Male,1978-05-16,Silver,Family,Jawa Timur,Sidoarjo,2022-09-26
628,CUST-0628,Maya Saputra,Male,1990-08-13,Silver,Gadget Enthusiast,Jawa Timur,Sidoarjo,2022-07-04
629,CUST-0629,Putra Permana,Female,1995-07-03,Regular,Gadget Enthusiast,Bali,Denpasar,2023-04-05
630,CUST-0630,Eka Gunawan,Female,1989-07-03,Regular,Professional,Bali,Denpasar,2023-09-08
631,CUST-0631,Hana Siregar,Male,1992-02-02,Silver,Gadget Enthusiast,Banten,Tangerang Selatan,2022-07-13
632,CUST-0632,Rani Susanto,Female,1993-02-25,Regular,Gadget Enthusiast,Jawa Timur,Malang,2023-01-03
633,CUST-0633,Fajar Halim,Female,2003-12-10,Silver,Gadget Enthusiast,DKI Jakarta,Jakarta Pusat,2023-06-27
634,CUST-0634,Lina Wijaya,Male,1998-10-09,Silver,Student,Jawa Barat,Bekasi,2024-03-19
635,CUST-0635,Dewi Pratama,Female,1997-07-28,Regular,SMB,Jawa Barat,Bogor,2024-01-09
636,CUST-0636,Nadia Lestari,Male,1975-04-04,Silver,Professional,DKI Jakarta,Jakarta Selatan,2022-02-24
637,CUST-0637,Gita Gunawan,Male,1988-11-28,Regular,Gadget Enthusiast,Sumatera Utara,Medan,2022-10-31
638,CUST-0638,Sari Halim,Male,2003-03-24,Platinum,Gadget Enthusiast,DKI Jakarta,Jakarta Pusat,2022-02-10
639,CUST-0639,Rani Susanto,Female,1993-07-02,Regular,Gadget Enthusiast,Jawa Barat,Bekasi,2024-05-01
640,CUST-0640,Sari Susanto,Male,1990-07-16,Regular,Student,Bali,Badung,2024-12-17
641,CUST-0641,Adi Halim,Male,1983-11-14,Regular,SMB,Bali,Badung,2023-12-12
642,CUST-0642,Rani Halim,Female,1998-04-16,Regular,Professional,DKI Jakarta,Jakarta Selatan,2023-11-26
643,CUST-0643,Yuni Gunawan,Female,2005-07-27,Silver,Student,Jawa Barat,Depok,2024-09-15
644,CUST-0644,Eka Wijaya,Female,1978-07-16,Regular,Student,Jawa Barat,Bekasi,2022-02-07
645,CUST-0645,Maya Lestari,Male,1980-09-02,Regular,Student,Jawa Timur,Sidoarjo,2023-04-10
646,CUST-0646,Dewi Siregar,Female,1985-06-25,Silver,Gadget Enthusiast,Jawa Barat,Bogor,2024-07-25
647,CUST-0647,Dewi Saputra,Male,1991-02-06,Gold,Family,Bali,Denpasar,2022-11-18
648,CUST-0648,Joko Gunawan,Male,1979-11-12,Gold,Gadget Enthusiast,Bali,Badung,2024-05-01
649,CUST-0649,Adi Santoso,Female,1991-03-03,Silver,Gadget Enthusiast,Banten,Tangerang Selatan,2024-01-09
650,CUST-0650,Hana Wijaya,Male,1979-07-14,Gold,SMB,Bali,Badung,2024-01-11
651,CUST-0651,Adi Gunawan,Male,1977-06-11,Regular,Gadget Enthusiast,Jawa Barat,Bandung,2022-03-17
652,CUST-0652,Eka Susanto,Female,1987-11-23,Gold,Student,DKI Jakarta,Jakarta Barat,2023-07-27
653,CUST-0653,Tono Susanto,Female,1995-04-18,Gold,Family,Jawa Barat,Bogor,2022-06-22
654,CUST-0654,Budi Siregar,Male,1991-09-10,Silver,Family,Jawa Timur,Malang,2024-12-03
655,CUST-0655,Lina Wijaya,Female,1982-05-24,Silver,Family,DKI Jakarta,Jakarta Pusat,2023-06-16
656,CUST-0656,Tono Permana,Male,1989-05-19,Regular,Professional,DKI Jakarta,Jakarta Pusat,2024-12-28
657,CUST-0657,Yuni Santoso,Female,1996-12-19,Silver,SMB,Jawa Timur,Malang,2023-05-23
658,CUST-0658,Dewi Permana,Female,1989-02-05,Gold,Student,Bali,Denpasar,2022-07-08
659,CUST-0659,Budi Halim,Male,1989-02-12,Gold,SMB,Jawa Barat,Bogor,2024-10-18
660,CUST-0660,Putra Gunawan,Female,2001-03-05,Silver,Gadget Enthusiast,Sumatera Utara,Deli Serdang,2022-09-22
661,CUST-0661,Tono Siregar,Female,1990-01-24,Gold,Student,DKI Jakarta,Jakarta Selatan,2024-04-16
662,CUST-0662,Dewi Saputra,Female,1976-09-05,Regular,Family,Jawa Timur,Sidoarjo,2023-09-14
663,CUST-0663,Joko Gunawan,Male,2000-10-14,Gold,Professional,DKI Jakarta,Jakarta Selatan,2023-01-10
664,CUST-0664,Sari Pratama,Male,2002-01-14,Gold,SMB,DKI Jakarta,Jakarta Barat,2022-09-29
665,CUST-0665,Eka Siregar,Female,1996-08-05,Gold,SMB,Sumatera Utara,Deli Serdang,2024-04-18
666,CUST-0666,Nadia Santoso,Male,2005-11-15,Silver,Professional,Banten,Tangerang Selatan,2022-02-20
667,CUST-0667,Wahyu Lestari,Male,1981-10-18,Regular,SMB,Bali,Denpasar,2023-01-04
668,CUST-0668,Adi Lestari,Female,1977-09-20,Silver,Gadget Enthusiast,Jawa Barat,Bekasi,2022-02-17
669,CUST-0669,Lina Halim,Male,2002-09-11,Regular,Student,Jawa Barat,Bogor,2025-01-14
670,CUST-0670,Fajar Lestari,Female,1999-02-05,Silver,Family,Jawa Barat,Bekasi,2023-01-07
671,CUST-0671,Adi Pratama,Male,1985-03-14,Regular,Student,Jawa Timur,Malang,2022-04-17
672,CUST-0672,Gita Santoso,Female,1991-09-13,Regular,Family,Bali,Denpasar,2024-08-09
673,CUST-0673,Vina Halim,Male,1988-11-08,Silver,SMB,DKI Jakarta,Jakarta Utara,2022-07-27
674,CUST-0674,Hana Siregar,Female,1993-07-15,Regular,Professional,Sumatera Utara,Medan,2023-05-18
675,CUST-0675,Vina Halim,Male,1975-08-27,Silver,Professional,Bali,Badung,2022-01-02
676,CUST-0676,Budi Gunawan,Female,2001-11-13,Gold,Professional,Jawa Timur,Sidoarjo,2024-11-11
677,CUST-0677,Joko Pratama,Female,1977-07-23,Silver,Family,Jawa Barat,Bandung,2023-12-03
678,CUST-0678,Indra Gunawan,Female,1985-04-15,Gold,Professional,Jawa Timur,Surabaya,2022-01-05
679,CUST-0679,Yuni Gunawan,Male,1988-09-23,Gold,SMB,DKI Jakarta,Jakarta Pusat,2022-06-16
680,CUST-0680,Citra Siregar,Male,1986-07-27,Regular,Student,DKI Jakarta,Jakarta Utara,2022-09-13
681,CUST-0681,Rani Permana,Male,1982-12-01,Silver,Family,Jawa Barat,Bogor,2023-01-28
682,CUST-0682,Citra Susanto,Male,1982-08-12,Silver,SMB,Sumatera Utara,Deli Serdang,2023-03-05
683,CUST-0683,Adi Santoso,Male,2002-05-19,Regular,Professional,Sumatera Utara,Deli Serdang,2022-12-26
684,CUST-0684,Citra Susanto,Male,1983-10-28,Regular,Student,Jawa Barat,Bandung,2024-12-27
685,CUST-0685,Yuni Lestari,Male,2005-07-21,Gold,Family,Sumatera Utara,Deli Serdang,2024-06-04
686,CUST-0686,Putra Lestari,Female,1986-09-25,Regular,Gadget Enthusiast,DKI Jakarta,Jakarta Utara,2024-12-26
687,CUST-0687,Rani Permana,Male,1985-02-19,Platinum,Professional,DKI Jakarta,Jakarta Utara,2024-05-17
688,CUST-0688,Citra Santoso,Female,1984-02-21,Regular,Gadget Enthusiast,Jawa Barat,Bekasi,2022-02-19
689,CUST-0689,Wahyu Permana,Male,1990-04-11,Gold,SMB,Jawa Timur,Surabaya,2023-04-30
690,CUST-0690,Citra Susanto,Male,1995-08-19,Platinum,Student,Bali,Badung,2024-02-12
691,CUST-0691,Lina Saputra,Female,1976-05-20,Regular,Student,Jawa Barat,Bandung,2025-02-19
692,CUST-0692,Budi Lestari,Male,1994-07-08,Regular,Gadget Enthusiast,Banten,Tangerang Selatan,2024-05-26
693,CUST-0693,Yuni Susanto,Male,1989-09-11,Regular,Student,DKI Jakarta,Jakarta Barat,2022-05-19
694,CUST-0694,Wahyu Santoso,Female,1986-07-16,Regular,Student,Bali,Denpasar,2022-05-04
695,CUST-0695,Eka Lestari,Female,1984-10-18,Regular,Family,Bali,Badung,2023-12-04
696,CUST-0696,Joko Permana,Male,1982-09-27,Regular,Professional,DKI Jakarta,Jakarta Selatan,2023-02-15
697,CUST-0697,Gita Saputra,Female,1997-12-15,Silver,Gadget Enthusiast,Jawa Timur,Surabaya,2023-11-05
698,CUST-0698,Fajar Saputra,Female,1982-01-21,Silver,Professional,Banten,Tangerang,2024-09-11
699,CUST-0699,Lina Halim,Male,2001-01-12,Regular,SMB,Jawa Barat,Bogor,2022-08-24
700,CUST-0700,Eka Lestari,Female,1976-01-07,Regular,Family,Banten,Tangerang,2022-12-23
701,CUST-0701,Lina Siregar,Male,1975-03-27,Gold,Professional,Jawa Barat,Bekasi,2024-02-16
702,CUST-0702,Dewi Permana,Female,1982-06-26,Regular,Professional,Jawa Barat,Depok,2023-01-24
703,CUST-0703,Gita Siregar,Female,1994-07-21,Gold,Family,Banten,Tangerang Selatan,2023-05-22
704,CUST-0704,Budi Lestari,Male,1998-02-26,Silver,SMB,Jawa Barat,Bogor,2024-02-06
705,CUST-0705,Sari Siregar,Female,1997-06-17,Silver,Gadget Enthusiast,Banten,Tangerang,2024-08-28
706,CUST-0706,Indra Susanto,Male,1982-04-15,Regular,Family,Banten,Tangerang,2024-05-20
707,CUST-0707,Nadia Susanto,Female,1992-02-05,Regular,SMB,Jawa Barat,Depok,2023-12-22
708,CUST-0708,Hana Susanto,Female,1988-08-15,Regular,Gadget Enthusiast,DKI Jakarta,Jakarta Utara,2023-10-12
709,CUST-0709,Indra Halim,Female,1982-05-21,Gold,Family,DKI Jakarta,Jakarta Selatan,2024-10-24
710,CUST-0710,Tono Siregar,Female,2004-04-04,Regular,SMB,Sumatera Utara,Medan,2023-02-15
711,CUST-0711,Lina Santoso,Female,1984-12-27,Regular,SMB,Sumatera Utara,Deli Serdang,2022-10-10
712,CUST-0712,Vina Lestari,Female,2001-06-26,Platinum,SMB,DKI Jakarta,Jakarta Barat,2022-01-25
713,CUST-0713,Sari Siregar,Male,1982-12-24,Regular,SMB,Jawa Barat,Bogor,2025-02-05
714,CUST-0714,Rani Gunawan,Female,2002-04-14,Regular,Gadget Enthusiast,Jawa Timur,Surabaya,2025-02-17
715,CUST-0715,Adi Permana,Female,2005-12-01,Regular,Gadget Enthusiast,Jawa Barat,Bekasi,2024-04-06
716,CUST-0716,Vina Lestari,Male,1993-01-05,Platinum,Professional,Jawa Timur,Sidoarjo,2024-03-11
717,CUST-0717,Citra Siregar,Female,1978-06-19,Silver,Family,Banten,Tangerang,2022-07-10
718,CUST-0718,Fajar Saputra,Male,2001-12-20,Regular,Student,Sumatera Utara,Medan,2024-03-01
719,CUST-0719,Joko Santoso,Male,1989-01-12,Regular,Gadget Enthusiast,Jawa Barat,Depok,2024-03-11
720,CUST-0720,Fajar Saputra,Female,1998-02-13,Regular,Professional,Jawa Barat,Bogor,2023-09-27
721,CUST-0721,Putra Gunawan,Male,1991-12-22,Regular,Professional,Jawa Barat,Depok,2024-07-01
722,CUST-0722,Citra Halim,Female,2004-10-16,Silver,Student,Bali,Denpasar,2023-08-13
723,CUST-0723,Rani Permana,Female,1994-03-14,Gold,Gadget Enthusiast,Sumatera Utara,Deli Serdang,2024-07-26
724,CUST-0724,Nadia Wijaya,Female,1997-01-08,Gold,SMB,Sumatera Utara,Medan,2023-08-21
725,CUST-0725,Citra Santoso,Male,1986-02-25,Regular,Family,Banten,Tangerang Selatan,2023-03-01
726,CUST-0726,Tono Pratama,Male,1995-12-22,Regular,Gadget Enthusiast,Banten,Tangerang,2023-02-03
727,CUST-0727,Nadia Pratama,Male,1997-03-11,Regular,Student,DKI Jakarta,Jakarta Barat,2025-01-28
728,CUST-0728,Hana Gunawan,Female,2001-03-06,Silver,Professional,Jawa Barat,Bogor,2023-08-26
729,CUST-0729,Dewi Siregar,Male,1977-11-25,Regular,Gadget Enthusiast,Sumatera Utara,Deli Serdang,2024-01-04
730,CUST-0730,Fajar Santoso,Male,1989-12-02,Regular,Family,Sumatera Utara,Medan,2024-06-28
731,CUST-0731,Budi Susanto,Female,1999-04-08,Regular,Gadget Enthusiast,DKI Jakarta,Jakarta Pusat,2022-02-27
